year,week_num,property_type,country,city,capacity,pets_allowed,property_id,booked_through,booking_id
2020,28,apartment,SPAIN,Madrid,5,no,808,3rd Party,B-2369
2019,27,apartment,BELGIUM,Brussels,5,yes,849,Direct,B-2370
2019,27,house,SPAIN,Barcelona,4,yes,848,3rd Party,B-2371
2020,28,house,FRANCE,Paris,5,yes,801,3rd Party,B-2372
2019,43,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-2373
2019,27,condo,SPAIN,Barcelona,8,no,841,3rd Party,B-2374
2020,28,condo,ITALY,Rome,5,yes,796,3rd Party,B-2375
2019,27,condo,FRANCE,Nice,4,yes,838,3rd Party,B-2376
2020,28,condo,SPAIN,Madrid,5,yes,792,3rd Party,B-2377
2020,28,condo,FRANCE,Nice,9,yes,790,3rd Party,B-2378
2019,27,apartment,SPAIN,Barcelona,7,yes,836,Direct,B-2379
2020,28,apartment,ITALY,Rome,7,yes,788,Direct,B-2380
2019,27,apartment,ITALY,Naples,4,yes,835,3rd Party,B-2381
2020,28,house,SPAIN,Barcelona,8,yes,785,3rd Party,B-2382
2020,28,apartment,ITALY,Naples,9,yes,507,3rd Party,B-2383
2020,28,apartment,SPAIN,Madrid,8,yes,504,3rd Party,B-2384
2020,28,condo,ITALY,Naples,8,yes,944,3rd Party,B-2385
2020,28,apartment,FRANCE,Paris,6,yes,206,3rd Party,B-2386
2019,27,condo,SPAIN,Barcelona,8,no,590,3rd Party,B-2387
2019,43,condo,BELGIUM,Brussels,9,yes,859,3rd Party,B-2388
2019,10,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-2389
2020,28,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-2390
2019,27,apartment,FRANCE,Paris,5,yes,587,Direct,B-2391
2020,28,apartment,ITALY,Rome,9,no,226,Direct,B-2392
2019,27,apartment,ITALY,Rome,4,yes,585,Direct,B-2393
2019,43,condo,ITALY,Rome,5,yes,865,3rd Party,B-2394
2019,27,apartment,ITALY,Rome,7,no,583,3rd Party,B-2395
2020,28,apartment,SPAIN,Barcelona,8,yes,222,Direct,B-2396
2020,28,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-2397
2020,28,condo,SPAIN,Barcelona,7,no,215,3rd Party,B-2398
2019,43,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-2399
2020,28,house,BELGIUM,Brussels,5,no,209,3rd Party,B-2400
2019,43,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-2401
2019,27,house,ITALY,Rome,7,no,722,3rd Party,B-2402
2019,27,house,FRANCE,Paris,8,no,575,3rd Party,B-2403
2020,28,condo,FRANCE,Lyon,9,no,202,3rd Party,B-2404
2019,10,apartment,ITALY,Rome,6,yes,708,3rd Party,B-2405
2020,28,apartment,SPAIN,Barcelona,9,yes,198,Direct,B-2406
2020,28,apartment,BELGIUM,Brussels,7,yes,197,Direct,B-2407
2019,43,house,ITALY,Rome,7,yes,923,3rd Party,B-2408
2020,28,condo,ITALY,Rome,4,no,193,3rd Party,B-2409
2019,27,apartment,ITALY,Rome,5,yes,569,3rd Party,B-2410
2020,28,apartment,ITALY,Rome,7,yes,191,3rd Party,B-2411
2019,27,condo,FRANCE,Paris,7,no,568,3rd Party,B-2412
2020,28,house,ITALY,Rome,7,yes,189,Direct,B-2413
2020,28,house,SPAIN,Barcelona,4,yes,186,3rd Party,B-2414
2020,28,apartment,FRANCE,Paris,5,yes,185,Direct,B-2415
2020,28,apartment,ITALY,Rome,7,yes,184,Direct,B-2416
2020,28,apartment,SPAIN,Madrid,9,yes,234,3rd Party,B-2417
2020,28,apartment,ITALY,Rome,7,no,235,Direct,B-2418
2020,28,apartment,SPAIN,Barcelona,6,no,240,3rd Party,B-2419
2020,28,apartment,FRANCE,Paris,7,no,241,3rd Party,B-2420
2019,27,condo,FRANCE,Lyon,5,no,611,3rd Party,B-2421
2019,43,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-2422
2020,28,apartment,SPAIN,Madrid,5,no,281,3rd Party,B-2423
2019,43,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-2424
2020,28,apartment,SPAIN,Madrid,6,no,279,3rd Party,B-2425
2020,28,condo,SPAIN,Madrid,9,no,277,3rd Party,B-2426
2019,27,house,FRANCE,Paris,5,yes,608,3rd Party,B-2427
2020,28,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-2428
2019,43,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-2429
2019,27,house,FRANCE,Paris,7,yes,602,3rd Party,B-2430
2019,27,condo,FRANCE,Paris,8,no,601,3rd Party,B-2431
2020,28,house,SPAIN,Madrid,9,yes,265,3rd Party,B-2432
2019,27,condo,SPAIN,Madrid,5,yes,600,3rd Party,B-2433
2020,28,condo,SPAIN,Madrid,7,no,263,3rd Party,B-2434
2020,28,house,SPAIN,Barcelona,6,yes,262,3rd Party,B-2435
2020,28,condo,ITALY,Naples,7,yes,261,3rd Party,B-2436
2020,28,apartment,FRANCE,Paris,9,no,260,3rd Party,B-2437
2019,27,condo,FRANCE,Paris,8,no,597,3rd Party,B-2438
2020,28,condo,ITALY,Naples,8,yes,257,3rd Party,B-2439
2020,28,condo,ITALY,Rome,5,yes,254,3rd Party,B-2440
2019,27,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-2441
2019,10,apartment,ITALY,Rome,6,yes,669,3rd Party,B-2442
2019,43,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-2443
2020,28,house,SPAIN,Madrid,6,yes,249,3rd Party,B-2444
2019,43,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-2445
2020,28,house,ITALY,Rome,6,yes,247,Direct,B-2446
2020,28,condo,SPAIN,Madrid,9,yes,246,3rd Party,B-2447
2020,28,apartment,SPAIN,Madrid,5,yes,242,Direct,B-2448
2019,10,condo,ITALY,Rome,8,yes,677,3rd Party,B-2449
2019,43,apartment,ITALY,Rome,6,yes,932,3rd Party,B-2450
2020,28,house,ITALY,Rome,7,yes,180,3rd Party,B-2451
2020,28,apartment,SPAIN,Barcelona,9,yes,179,Direct,B-2452
2019,10,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-2453
2019,27,house,SPAIN,Barcelona,8,yes,526,3rd Party,B-2454
2020,28,condo,SPAIN,Barcelona,7,no,113,3rd Party,B-2455
2019,27,condo,FRANCE,Lyon,4,no,525,3rd Party,B-2456
2019,27,apartment,FRANCE,Paris,6,yes,523,Direct,B-2457
2019,27,apartment,BELGIUM,Brussels,7,yes,522,Direct,B-2458
2019,27,house,SPAIN,Madrid,9,yes,521,3rd Party,B-2459
2019,10,apartment,BELGIUM,Brussels,8,yes,774,3rd Party,B-2460
2020,28,condo,SPAIN,Barcelona,7,yes,106,3rd Party,B-2461
2019,43,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-2462
2019,43,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-2463
2020,28,house,BELGIUM,Brussels,6,yes,102,Direct,B-2464
2019,27,apartment,SPAIN,Barcelona,5,no,516,3rd Party,B-2465
2019,27,apartment,ITALY,Naples,7,yes,515,3rd Party,B-2466
2020,28,house,SPAIN,Madrid,9,yes,99,3rd Party,B-2467
2019,27,apartment,SPAIN,Madrid,9,yes,514,3rd Party,B-2468
2020,28,house,BELGIUM,Brussels,9,yes,97,Direct,B-2469
2020,28,condo,FRANCE,Lyon,4,yes,96,3rd Party,B-2470
2020,28,apartment,SPAIN,Madrid,7,yes,94,Direct,B-2471
2019,27,condo,ITALY,Rome,9,yes,513,3rd Party,B-2472
2019,27,condo,SPAIN,Barcelona,4,no,512,3rd Party,B-2473
2020,28,condo,SPAIN,Barcelona,4,no,91,3rd Party,B-2474
2020,28,apartment,SPAIN,Madrid,4,no,89,3rd Party,B-2475
2020,28,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-2476
2020,28,house,FRANCE,Paris,7,yes,85,3rd Party,B-2477
2020,28,house,ITALY,Rome,5,yes,84,Direct,B-2478
2019,10,condo,ITALY,Rome,5,yes,796,3rd Party,B-2479
2019,27,apartment,SPAIN,Madrid,6,no,508,3rd Party,B-2480
2020,28,apartment,ITALY,Rome,6,no,80,3rd Party,B-2481
2020,28,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-2482
2019,43,condo,ITALY,Rome,9,no,979,3rd Party,B-2483
2020,28,condo,SPAIN,Madrid,6,no,117,3rd Party,B-2484
2020,28,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-2485
2020,28,house,ITALY,Rome,5,yes,120,3rd Party,B-2486
2020,28,condo,SPAIN,Madrid,6,no,175,3rd Party,B-2487
2019,27,condo,SPAIN,Barcelona,9,no,562,3rd Party,B-2488
2019,27,condo,SPAIN,Madrid,5,no,560,3rd Party,B-2489
2019,27,condo,FRANCE,Nice,4,yes,559,3rd Party,B-2490
2020,28,house,SPAIN,Barcelona,7,yes,162,3rd Party,B-2491
2020,28,apartment,ITALY,Milan,8,yes,159,3rd Party,B-2492
2019,27,condo,ITALY,Rome,9,no,556,3rd Party,B-2493
2020,28,apartment,BELGIUM,Brussels,5,yes,157,Direct,B-2494
2019,43,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-2495
2020,28,condo,FRANCE,Lyon,9,no,150,3rd Party,B-2496
2019,43,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-2497
2019,27,house,ITALY,Rome,4,no,550,3rd Party,B-2498
2020,28,condo,SPAIN,Barcelona,5,yes,146,3rd Party,B-2499
2020,28,apartment,ITALY,Naples,7,yes,145,3rd Party,B-2500
2020,28,apartment,ITALY,Rome,9,yes,143,Direct,B-2501
2019,27,condo,ITALY,Rome,7,yes,549,3rd Party,B-2502
2019,27,apartment,ITALY,Naples,5,yes,548,3rd Party,B-2503
2019,27,house,SPAIN,Barcelona,5,yes,546,3rd Party,B-2504
2019,27,house,ITALY,Rome,5,no,543,3rd Party,B-2505
2019,43,condo,ITALY,Rome,5,yes,956,3rd Party,B-2506
2019,27,condo,SPAIN,Madrid,5,no,540,3rd Party,B-2507
2019,43,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-2508
2020,28,apartment,BELGIUM,Brussels,8,yes,130,Direct,B-2509
2019,27,apartment,SPAIN,Madrid,7,no,536,3rd Party,B-2510
2019,27,condo,SPAIN,Madrid,8,no,532,3rd Party,B-2511
2019,27,apartment,SPAIN,Madrid,7,no,531,3rd Party,B-2512
2019,27,apartment,FRANCE,Paris,5,no,530,3rd Party,B-2513
2020,28,apartment,SPAIN,Barcelona,7,yes,124,Direct,B-2514
2020,28,house,FRANCE,Paris,9,no,122,3rd Party,B-2515
2019,43,apartment,ITALY,Rome,7,yes,788,3rd Party,B-2516
2020,28,house,FRANCE,Paris,6,yes,290,3rd Party,B-2517
2019,27,condo,SPAIN,Barcelona,7,no,616,3rd Party,B-2518
2019,27,apartment,SPAIN,Barcelona,9,yes,697,3rd Party,B-2519
2019,10,apartment,BELGIUM,Brussels,7,yes,522,3rd Party,B-2520
2020,28,house,FRANCE,Paris,6,yes,456,Direct,B-2521
2020,28,condo,ITALY,Rome,7,yes,455,3rd Party,B-2522
2020,28,apartment,BELGIUM,Brussels,8,yes,454,Direct,B-2523
2019,43,apartment,ITALY,Rome,5,yes,569,3rd Party,B-2524
2020,28,condo,SPAIN,Barcelona,6,yes,447,3rd Party,B-2525
2019,27,apartment,SPAIN,Barcelona,7,yes,691,3rd Party,B-2526
2019,27,condo,ITALY,Rome,4,no,690,3rd Party,B-2527
2019,27,house,ITALY,Rome,5,no,688,3rd Party,B-2528
2020,28,house,ITALY,Rome,9,yes,441,Direct,B-2529
2020,28,apartment,SPAIN,Madrid,6,no,439,3rd Party,B-2530
2020,28,apartment,ITALY,Rome,7,yes,438,Direct,B-2531
2020,28,apartment,SPAIN,Madrid,8,yes,435,3rd Party,B-2532
2019,27,apartment,BELGIUM,Brussels,8,yes,687,Direct,B-2533
2020,28,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-2534
2019,43,apartment,ITALY,Rome,4,yes,585,3rd Party,B-2535
2019,27,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-2536
2020,28,condo,SPAIN,Barcelona,5,no,429,3rd Party,B-2537
2019,27,apartment,SPAIN,Barcelona,5,yes,683,3rd Party,B-2538
2019,27,apartment,SPAIN,Madrid,5,yes,678,3rd Party,B-2539
2019,27,apartment,FRANCE,Paris,7,no,676,Direct,B-2540
2020,28,apartment,SPAIN,Madrid,5,yes,420,Direct,B-2541
2019,10,condo,ITALY,Rome,7,yes,549,3rd Party,B-2542
2019,27,apartment,SPAIN,Barcelona,6,yes,675,3rd Party,B-2543
2019,27,apartment,SPAIN,Barcelona,9,yes,674,Direct,B-2544
2020,28,apartment,FRANCE,Paris,9,yes,413,3rd Party,B-2545
2019,27,apartment,FRANCE,Paris,8,no,673,3rd Party,B-2546
2019,10,condo,ITALY,Rome,9,no,556,3rd Party,B-2547
2020,28,apartment,BELGIUM,Brussels,9,yes,409,Direct,B-2548
2019,27,apartment,ITALY,Milan,4,yes,696,3rd Party,B-2549
2019,10,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-2550
2019,27,condo,ITALY,Naples,6,yes,671,3rd Party,B-2551
2020,28,house,SPAIN,Barcelona,6,yes,462,3rd Party,B-2552
2019,27,house,SPAIN,Barcelona,4,yes,721,3rd Party,B-2553
2020,28,apartment,FRANCE,Paris,4,no,500,Direct,B-2554
2020,28,apartment,SPAIN,Madrid,7,yes,498,Direct,B-2555
2020,28,house,ITALY,Rome,5,yes,495,3rd Party,B-2556
2020,28,house,SPAIN,Madrid,7,yes,493,3rd Party,B-2557
2019,27,condo,SPAIN,Barcelona,7,yes,713,3rd Party,B-2558
2019,27,house,ITALY,Rome,7,no,711,3rd Party,B-2559
2020,28,apartment,SPAIN,Madrid,5,yes,490,3rd Party,B-2560
2019,27,apartment,ITALY,Rome,6,yes,708,Direct,B-2561
2019,10,house,ITALY,Rome,5,yes,495,3rd Party,B-2562
2019,27,apartment,SPAIN,Madrid,6,yes,706,3rd Party,B-2563
2020,28,house,ITALY,Rome,4,no,486,Direct,B-2564
2020,28,condo,SPAIN,Madrid,7,no,482,3rd Party,B-2565
2020,28,condo,SPAIN,Madrid,7,yes,481,3rd Party,B-2566
2020,28,apartment,BELGIUM,Brussels,5,yes,480,Direct,B-2567
2020,28,condo,ITALY,Naples,8,yes,479,3rd Party,B-2568
2019,27,condo,FRANCE,Nice,8,yes,703,3rd Party,B-2569
2019,27,condo,ITALY,Rome,8,no,702,3rd Party,B-2570
2019,10,condo,ITALY,Rome,8,yes,506,3rd Party,B-2571
2020,28,house,BELGIUM,Brussels,4,no,476,3rd Party,B-2572
2020,28,house,FRANCE,Paris,8,yes,475,3rd Party,B-2573
2020,28,apartment,SPAIN,Barcelona,9,yes,474,Direct,B-2574
2020,28,condo,ITALY,Rome,6,yes,473,3rd Party,B-2575
2020,28,apartment,FRANCE,Paris,9,yes,470,3rd Party,B-2576
2020,28,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-2577
2019,43,condo,ITALY,Rome,7,yes,549,3rd Party,B-2578
2020,28,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-2579
2020,28,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-2580
2020,28,condo,ITALY,Rome,9,no,463,3rd Party,B-2581
2020,28,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-2582
2020,28,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-2583
2020,28,house,ITALY,Rome,7,yes,292,3rd Party,B-2584
2020,28,house,SPAIN,Madrid,9,yes,360,3rd Party,B-2585
2020,28,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-2586
2020,28,condo,SPAIN,Madrid,4,no,357,3rd Party,B-2587
2019,27,condo,SPAIN,Barcelona,8,yes,636,3rd Party,B-2588
2020,28,apartment,SPAIN,Barcelona,9,yes,354,Direct,B-2589
2019,27,house,FRANCE,Paris,7,yes,635,3rd Party,B-2590
2020,28,condo,ITALY,Naples,6,yes,347,3rd Party,B-2591
2020,28,apartment,BELGIUM,Brussels,7,yes,344,3rd Party,B-2592
2020,28,condo,ITALY,Rome,5,yes,343,3rd Party,B-2593
2020,28,condo,SPAIN,Madrid,4,yes,338,3rd Party,B-2594
2019,27,condo,FRANCE,Lyon,7,no,627,3rd Party,B-2595
2020,28,condo,SPAIN,Madrid,6,no,333,3rd Party,B-2596
2020,28,apartment,BELGIUM,Brussels,6,no,332,3rd Party,B-2597
2020,28,apartment,FRANCE,Paris,9,yes,331,Direct,B-2598
2020,28,apartment,SPAIN,Barcelona,5,yes,325,3rd Party,B-2599
2019,43,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-2600
2019,10,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-2601
2019,10,apartment,BELGIUM,Brussels,4,no,624,3rd Party,B-2602
2020,28,apartment,SPAIN,Madrid,9,yes,317,Direct,B-2603
2020,28,apartment,SPAIN,Barcelona,7,yes,316,Direct,B-2604
2020,28,house,BELGIUM,Brussels,9,no,314,3rd Party,B-2605
2020,28,apartment,SPAIN,Barcelona,9,yes,310,Direct,B-2606
2020,28,apartment,SPAIN,Madrid,5,yes,309,Direct,B-2607
2019,27,house,ITALY,Rome,7,no,619,Direct,B-2608
2019,27,condo,SPAIN,Madrid,4,yes,617,3rd Party,B-2609
2020,28,house,BELGIUM,Brussels,5,no,298,3rd Party,B-2610
2020,28,apartment,SPAIN,Barcelona,6,yes,296,Direct,B-2611
2020,28,house,FRANCE,Paris,5,yes,295,Direct,B-2612
2020,28,apartment,BELGIUM,Brussels,6,yes,294,Direct,B-2613
2020,28,house,ITALY,Rome,7,no,293,Direct,B-2614
2019,43,apartment,ITALY,Rome,6,yes,708,3rd Party,B-2615
2019,10,apartment,BELGIUM,Brussels,7,no,599,3rd Party,B-2616
2020,28,apartment,SPAIN,Barcelona,8,yes,404,Direct,B-2617
2019,43,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-2618
2020,28,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-2619
2019,27,house,SPAIN,Madrid,8,yes,670,3rd Party,B-2620
2020,28,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-2621
2019,27,apartment,ITALY,Rome,6,yes,669,Direct,B-2622
2019,27,apartment,SPAIN,Madrid,8,yes,668,3rd Party,B-2623
2020,28,apartment,SPAIN,Madrid,6,yes,396,3rd Party,B-2624
2020,28,apartment,ITALY,Rome,8,yes,395,3rd Party,B-2625
2019,27,house,FRANCE,Paris,7,no,666,3rd Party,B-2626
2020,28,condo,SPAIN,Madrid,5,no,392,3rd Party,B-2627
2019,27,house,SPAIN,Madrid,6,yes,662,3rd Party,B-2628
2020,28,apartment,SPAIN,Barcelona,8,yes,391,Direct,B-2629
2020,28,house,FRANCE,Paris,4,no,390,3rd Party,B-2630
2020,28,condo,SPAIN,Barcelona,4,no,385,3rd Party,B-2631
2019,27,house,FRANCE,Paris,9,yes,658,3rd Party,B-2632
2020,28,apartment,ITALY,Milan,5,yes,381,3rd Party,B-2633
2019,43,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-2634
2020,28,condo,FRANCE,Lyon,8,no,377,3rd Party,B-2635
2020,28,condo,SPAIN,Barcelona,8,yes,376,3rd Party,B-2636
2020,28,apartment,SPAIN,Barcelona,5,no,375,3rd Party,B-2637
2019,10,apartment,ITALY,Rome,4,yes,585,3rd Party,B-2638
2019,10,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-2639
2019,27,condo,FRANCE,Paris,7,no,649,3rd Party,B-2640
2020,28,house,SPAIN,Barcelona,6,yes,370,3rd Party,B-2641
2019,27,house,SPAIN,Madrid,6,yes,647,3rd Party,B-2642
2020,28,condo,ITALY,Milan,6,yes,367,3rd Party,B-2643
2020,28,apartment,FRANCE,Paris,8,no,364,Direct,B-2644
2020,28,condo,SPAIN,Madrid,4,no,363,3rd Party,B-2645
2019,43,condo,ITALY,Rome,8,yes,677,3rd Party,B-2646
2019,43,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-2647
2019,43,apartment,BELGIUM,Brussels,8,yes,130,3rd Party,B-2648
2020,28,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-2649
2020,26,apartment,SPAIN,Barcelona,8,yes,391,Direct,B-2650
2019,42,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-2651
2020,29,condo,ITALY,Naples,8,yes,551,3rd Party,B-2652
2020,29,house,ITALY,Rome,4,no,550,3rd Party,B-2653
2019,9,condo,ITALY,Rome,5,no,685,3rd Party,B-2654
2020,29,condo,ITALY,Rome,7,yes,549,3rd Party,B-2655
2019,9,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-2656
2020,29,apartment,ITALY,Naples,5,yes,548,3rd Party,B-2657
2019,9,condo,ITALY,Rome,4,no,690,3rd Party,B-2658
2020,29,house,SPAIN,Barcelona,5,yes,546,3rd Party,B-2659
2020,29,house,SPAIN,Madrid,7,yes,545,3rd Party,B-2660
2020,29,condo,ITALY,Milan,5,yes,544,3rd Party,B-2661
2020,29,house,ITALY,Rome,5,no,543,3rd Party,B-2662
2020,29,condo,ITALY,Naples,4,yes,542,3rd Party,B-2663
2020,29,condo,FRANCE,Paris,6,yes,541,3rd Party,B-2664
2020,29,condo,SPAIN,Barcelona,7,yes,538,3rd Party,B-2665
2019,28,apartment,SPAIN,Madrid,5,yes,242,Direct,B-2666
2020,29,apartment,ITALY,Rome,8,yes,395,Direct,B-2667
2020,29,apartment,SPAIN,Madrid,7,no,531,3rd Party,B-2668
2020,29,apartment,FRANCE,Paris,5,no,530,Direct,B-2669
2019,28,apartment,FRANCE,Paris,7,no,241,3rd Party,B-2670
2019,28,apartment,ITALY,Rome,7,no,235,Direct,B-2671
2020,29,condo,FRANCE,Lyon,4,no,525,3rd Party,B-2672
2019,28,apartment,SPAIN,Madrid,9,yes,234,Direct,B-2673
2020,29,apartment,FRANCE,Paris,6,yes,523,Direct,B-2674
2019,42,condo,ITALY,Rome,9,no,556,3rd Party,B-2675
2020,29,apartment,BELGIUM,Brussels,7,yes,522,Direct,B-2676
2019,28,apartment,BELGIUM,Brussels,7,yes,230,Direct,B-2677
2019,28,house,SPAIN,Madrid,8,yes,227,3rd Party,B-2678
2019,28,apartment,ITALY,Rome,9,no,226,Direct,B-2679
2020,29,apartment,SPAIN,Barcelona,5,no,516,3rd Party,B-2680
2019,28,condo,SPAIN,Barcelona,5,yes,223,3rd Party,B-2681
2019,42,condo,ITALY,Rome,8,yes,506,3rd Party,B-2682
2019,9,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-2683
2019,28,house,ITALY,Rome,6,yes,247,Direct,B-2684
2019,9,condo,ITALY,Rome,8,yes,677,3rd Party,B-2685
2019,28,condo,SPAIN,Madrid,8,no,268,3rd Party,B-2686
2020,29,condo,FRANCE,Lyon,5,no,611,3rd Party,B-2687
2020,29,house,FRANCE,Paris,5,yes,608,Direct,B-2688
2019,28,house,SPAIN,Madrid,9,yes,265,3rd Party,B-2689
2020,29,house,FRANCE,Paris,7,yes,602,Direct,B-2690
2020,29,condo,FRANCE,Paris,8,no,601,3rd Party,B-2691
2020,29,condo,SPAIN,Madrid,5,yes,600,3rd Party,B-2692
2019,28,house,SPAIN,Barcelona,6,yes,262,3rd Party,B-2693
2020,29,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-2694
2020,29,condo,SPAIN,Barcelona,8,no,590,3rd Party,B-2695
2020,29,condo,SPAIN,Madrid,4,no,589,3rd Party,B-2696
2019,28,condo,ITALY,Naples,7,yes,261,3rd Party,B-2697
2020,29,apartment,FRANCE,Paris,5,yes,587,3rd Party,B-2698
2020,29,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-2699
2020,29,apartment,ITALY,Rome,4,yes,585,3rd Party,B-2700
2020,29,apartment,ITALY,Rome,7,no,583,Direct,B-2701
2019,28,apartment,FRANCE,Paris,9,no,260,Direct,B-2702
2020,29,house,SPAIN,Barcelona,7,yes,576,3rd Party,B-2703
2020,29,condo,SPAIN,Barcelona,7,no,573,3rd Party,B-2704
2020,29,condo,FRANCE,Paris,8,yes,572,3rd Party,B-2705
2020,29,apartment,ITALY,Rome,5,yes,569,3rd Party,B-2706
2019,42,house,ITALY,Rome,5,yes,495,3rd Party,B-2707
2019,9,apartment,ITALY,Rome,6,yes,669,3rd Party,B-2708
2019,28,condo,ITALY,Rome,5,yes,254,3rd Party,B-2709
2020,29,condo,SPAIN,Barcelona,6,no,564,3rd Party,B-2710
2020,29,condo,SPAIN,Barcelona,9,no,562,3rd Party,B-2711
2020,29,condo,FRANCE,Nice,4,yes,559,3rd Party,B-2712
2019,28,condo,SPAIN,Madrid,6,no,250,3rd Party,B-2713
2020,29,condo,ITALY,Rome,9,no,556,3rd Party,B-2714
2020,29,apartment,SPAIN,Madrid,9,yes,514,Direct,B-2715
2019,28,apartment,SPAIN,Barcelona,8,yes,222,3rd Party,B-2716
2020,29,apartment,SPAIN,Madrid,6,no,508,3rd Party,B-2717
2020,29,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-2718
2020,29,house,FRANCE,Paris,6,yes,456,Direct,B-2719
2019,28,apartment,ITALY,Rome,7,yes,191,3rd Party,B-2720
2020,29,apartment,BELGIUM,Brussels,8,yes,454,Direct,B-2721
2019,28,house,ITALY,Rome,7,yes,189,3rd Party,B-2722
2020,29,house,SPAIN,Barcelona,5,yes,450,3rd Party,B-2723
2019,28,house,SPAIN,Barcelona,4,yes,186,3rd Party,B-2724
2020,29,house,ITALY,Rome,9,yes,441,3rd Party,B-2725
2019,28,apartment,FRANCE,Paris,5,yes,185,Direct,B-2726
2019,9,house,ITALY,Rome,8,yes,772,3rd Party,B-2727
2019,28,apartment,ITALY,Rome,7,yes,184,Direct,B-2728
2020,29,apartment,ITALY,Rome,7,yes,438,3rd Party,B-2729
2019,28,condo,SPAIN,Madrid,7,yes,183,3rd Party,B-2730
2020,29,apartment,SPAIN,Madrid,8,yes,435,Direct,B-2731
2020,29,house,BELGIUM,Brussels,8,no,428,3rd Party,B-2732
2019,28,house,ITALY,Rome,7,yes,180,3rd Party,B-2733
2019,28,apartment,SPAIN,Barcelona,9,yes,179,3rd Party,B-2734
2020,29,apartment,SPAIN,Madrid,9,no,423,3rd Party,B-2735
2019,28,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-2736
2020,29,apartment,SPAIN,Madrid,5,yes,420,3rd Party,B-2737
2020,29,condo,FRANCE,Lyon,9,no,418,3rd Party,B-2738
2019,28,condo,SPAIN,Madrid,4,yes,170,3rd Party,B-2739
2020,29,apartment,FRANCE,Paris,9,yes,413,Direct,B-2740
2020,29,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-2741
2020,29,house,BELGIUM,Brussels,5,yes,408,Direct,B-2742
2020,29,house,SPAIN,Barcelona,4,yes,407,3rd Party,B-2743
2020,29,condo,FRANCE,Paris,9,yes,405,3rd Party,B-2744
2020,29,apartment,SPAIN,Barcelona,8,yes,404,3rd Party,B-2745
2020,29,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-2746
2019,42,apartment,ITALY,Rome,6,yes,669,3rd Party,B-2747
2019,28,condo,SPAIN,Madrid,4,yes,194,3rd Party,B-2748
2019,9,apartment,ITALY,Rome,6,yes,758,3rd Party,B-2749
2020,29,apartment,ITALY,Naples,9,yes,507,3rd Party,B-2750
2020,29,apartment,ITALY,Milan,9,yes,467,3rd Party,B-2751
2019,42,apartment,ITALY,Rome,5,yes,569,3rd Party,B-2752
2020,29,condo,ITALY,Rome,8,yes,506,3rd Party,B-2753
2020,29,house,SPAIN,Barcelona,8,yes,505,3rd Party,B-2754
